rating,date,content,Extreme_score,review_vector
5.0,2022-05-04,when i finished parasite i called my best friend have you seen this movie i asked to which he replied no you need to see this movie i urged there isnt much more to say if you still havent seen parasite you need to see it,1375.0,"[ 5.20007461e-02 -6.10925630e-03 -2.73502781e-03 -5.49288141e-03
 -1.47125800e-03 -3.74721475e-02  5.40628396e-02 -3.83945461e-03
  7.32823834e-03  7.26230617e-04 -2.25370564e-03  1.47392694e-03
 -1.68090875e-04 -1.15841169e-04  2.02252693e-03  7.23507302e-03
  7.14740157e-03  1.76609159e-02  2.36818939e-02  1.16411485e-02
 -1.83484494e-03 -1.01699559e-02  4.89480654e-03  8.46626889e-03
 -1.62195659e-03 -1.33292880e-02  9.19092260e-03  1.06187630e-02
 -2.86606828e-05 -1.49981352e-02 -4.91827121e-03  2.90674689e-05
 -3.71416472e-03 -3.15086474e-03 -8.44043214e-03  8.81731138e-03
  4.06899257e-03 -3.17747705e-03  4.18792153e-03 -6.14361605e-03
 -1.14283403e-02 -8.86847824e-03  8.72045755e-04  3.94590013e-03
 -9.53865796e-03  2.09884765e-03 -2.10025674e-03 -1.31360174e-03
 -9.76735074e-03 -1.31910909e-02  5.08059235e-03  1.52344059e-03
  4.09198832e-03 -6.57197647e-03  8.62361456e-04 -2.71148019e-04
 -1.50599647e-02  4.26200638e-03  2.43598828e-03 -3.43305222e-03
  7.79118855e-03  4.29674797e-03 -8.94805044e-03 -8.43547285e-03
 -5.51871071e-03  2.39974493e-03  1.54142734e-04 -9.93371475e-03
 -1.66380208e-03  9.85531323e-03 -5.40988194e-03  2.18271191e-04
 -1.36936307e-02 -2.94629927e-03  3.31014884e-03  1.00320997e-02
 -5.63608075e-04  3.44005157e-03 -6.31195121e-03  1.41675044e-02
  1.18275285e-02  5.93129173e-03 -9.30566154e-03 -2.13698810e-03
  2.99147354e-03 -6.22405112e-03 -9.12468880e-03  1.05372379e-02
 -1.01014832e-02  5.74592920e-03  6.76137814e-03  1.12988623e-02
  1.41441915e-03 -1.71154588e-02 -2.13752151e-03  7.83595443e-03
  2.83702696e-03  9.81734507e-03 -4.10422822e-03  9.45687853e-03]"
5.0,2022-05-01,amazing thriller it will make you think what would happen next throughout the entire film and will still make you wonder what might have happened next even after film ends,1068.75,"[ 4.72827479e-02 -6.88226381e-03 -1.41509622e-03  4.09149332e-03
  6.50727889e-03 -1.40210791e-02  3.76831554e-02 -1.01239355e-02
  5.62709430e-03  2.95056496e-03  1.99699681e-03 -1.10895550e-02
  7.66056962e-03 -3.61523998e-04  9.63544997e-04 -1.42677501e-03
  9.84718557e-03  1.95630733e-02  2.05034856e-02  2.78603602e-02
  5.08763944e-04 -1.87882259e-02  2.24309368e-03  9.30492766e-03
  1.86020113e-03 -2.89899111e-03 -1.72689243e-03  6.49348600e-03
 -1.41466726e-02 -1.03616761e-02  2.59093940e-06 -8.32836423e-03
 -5.43052703e-03 -4.68096416e-03 -1.51460888e-02 -8.22165632e-04
 -1.23513239e-02  1.37604168e-02  1.54477474e-03 -8.35555792e-03
 -7.97385164e-03 -9.08624288e-03 -3.63766262e-03  8.18407163e-04
  1.87917314e-02  1.09669082e-02 -4.72604996e-03  5.22271823e-03
 -2.06498224e-02 -1.14632873e-02  2.43871240e-03 -1.39134051e-02
 -1.44631201e-02 -1.08306650e-02 -1.79271377e-03 -8.68442468e-03
  3.88107728e-03  1.38493134e-02 -1.70203932e-02 -8.50267243e-03
 -2.49522598e-03  8.97527859e-03 -3.29193263e-03 -7.99785892e-04
 -1.74746271e-02 -1.60486121e-02  1.03541166e-02  1.14324428e-02
 -5.42387553e-03 -1.36718794e-03  2.49252329e-03 -1.75113939e-02
  3.23707866e-03 -3.83899757e-03 -5.59654878e-03 -2.83214613e-03
 -3.96934478e-03 -3.31085385e-03  4.40765964e-03 -9.18347668e-03
 -9.19509120e-03 -2.74797436e-03 -4.70673526e-03 -3.22803203e-03
 -7.35023117e-04  2.43104659e-02  2.49249395e-03 -1.29877077e-02
 -1.07869217e-02  7.50321196e-03  1.02600129e-02 -2.67026480e-03
  1.44414930e-02  7.98664041e-05  8.85782111e-03  8.26141052e-03
 -1.30383056e-02  7.88571220e-03 -1.21683627e-03 -5.33365819e-04]"
4.5,2022-05-01,full of surprises humor and social commentary it ultimately ends with deep pathos nothing is what it seems and it ends up being even more so it seems fairly light and what will turn out to be more a caper than what it becomes which is a hammer over the head a very impressive film that will keep you thinking long after its over deeply affecting,1380.0,"[ 4.9157120e-02 -5.8582388e-03 -5.5913313e-04 -1.4335166e-03
  1.6171404e-03  4.8414948e-03  5.3698372e-02 -1.0858169e-02
  4.0752487e-03  2.6298997e-03  1.0150700e-03 -2.2410387e-03
  2.3398309e-03  4.2506945e-03  1.2612585e-03 -3.5249561e-03
  1.1801813e-03  1.4196947e-02  2.1658676e-02  1.3443836e-03
 -9.6563045e-03 -8.6886680e-04 -3.8495953e-03  2.8696982e-03
  2.4915002e-03 -1.9183574e-03  1.0227056e-02 -1.8786546e-02
 -3.2526460e-03 -3.3854798e-03 -5.6930468e-04  3.8388819e-03
 -2.3265302e-03 -5.5610244e-03  1.0804193e-03  6.0719969e-03
  2.5775391e-03  1.2188017e-02  1.0168713e-02  1.2678925e-03
 -1.7156415e-02 -8.5672233e-03  6.7080255e-03 -1.0026516e-02
  8.2879271e-03  7.2820783e-03 -1.9111607e-04  8.1582833e-03
 -6.8327826e-03 -2.1283103e-03 -1.1697495e-02 -3.4554093e-03
 -1.0219495e-02 -3.5494803e-03  3.8694451e-03 -1.2773277e-02
  4.3616570e-03  1.1072769e-02 -4.8847981e-03 -2.8299908e-03
  6.3301111e-04  1.4304174e-03 -6.0659884e-03  1.3832303e-04
 -2.2282273e-02 -2.2973253e-04  9.9133025e-04 -4.1352687e-03
 -1.5857685e-03 -4.8779706e-03 -2.4260019e-03 -2.7129436e-03
 -4.6622003e-03  4.4124662e-03 -3.5485388e-03  5.1798252e-03
  9.5833355e-04 -1.3208498e-02  1.9174903e-03 -1.6447466e-02
  4.6911049e-03 -3.1062451e-03  6.5429728e-03  6.1922334e-03
 -2.8888491e-05  5.4259710e-03 -3.0458486e-04 -2.3500565e-03
 -1.7986599e-03  6.4776810e-03 -1.5027807e-03  5.1807426e-03
  5.4694708e-03  3.4128139e-03 -6.6841701e-03 -3.9243991e-03
 -4.0815035e-03  7.3748915e-03  9.2118315e-04  5.7727343e-04]"
5.0,2022-04-26,best movie in a long time,156.25,"[ 5.6457251e-02 -3.4716998e-03  4.0560937e-04  5.5327844e-03
  1.3182424e-03 -7.3308055e-03  8.0569573e-02 -1.6919514e-02
  4.1734800e-03 -8.8344188e-03 -9.8017855e-03  3.8345430e-02
 -1.4343411e-02  1.3025366e-02 -3.9536175e-03  1.7664919e-02
 -6.9327787e-03 -8.7269368e-03  3.3044051e-02 -1.5888663e-02
 -2.5713507e-03  2.0596856e-02 -4.3767642e-02 -3.3672094e-02
  5.1547703e-03 -3.4768049e-02  1.5205480e-03  1.3677915e-02
  1.6396217e-02  1.0805947e-02 -8.8712107e-04  3.4669426e-03
 -4.4664866e-04  1.1831304e-03 -1.8771229e-02 -1.0686831e-03
 -1.1966103e-02  8.3526401e-03  7.0492999e-04  2.2235732e-03
 -1.4376597e-02 -1.6759759e-03 -4.4899941e-03 -6.8417541e-03
  1.0610710e-02  9.9660142e-04 -5.1540476e-03 -7.3702261e-03
 -1.8183745e-02  1.1194855e-02 -1.4645037e-02  2.4735283e-03
  1.2126210e-02 -6.3532027e-03 -2.7980553e-02  2.6891103e-02
 -1.0484145e-02  7.9092607e-03  3.4315637e-04 -3.0953385e-02
  5.9787109e-03  1.3150475e-02  9.7039090e-03  9.4716949e-03
 -7.5653042e-03 -9.0076635e-03 -3.9081150e-03 -5.4580928e-03
  5.1821279e-03 -3.3814318e-03 -7.2781909e-03 -8.1052529e-03
 -1.6517414e-02  3.4169897e-03  1.9177290e-02  4.0144254e-03
 -7.0818630e-03 -9.0473546e-03  1.8135739e-02  1.9358395e-02
  5.9105246e-03  1.7712790e-03  1.3602664e-02 -2.6701707e-03
 -7.4221808e-03 -1.4652118e-02 -1.5681302e-03 -9.3232403e-03
  2.7656469e-03 -1.4322892e-02 -7.4343556e-03 -2.7763346e-05
 -7.1035116e-03  7.1902708e-03 -8.4947162e-05  1.8643586e-02
 -2.3723955e-03 -7.1766921e-03 -4.9932501e-03  1.0853024e-03]"
5.0,2022-04-25,through dark humor the film describes the incredible misery it can mean to be human the rich are deviant from reality and the others are excluded from reality the end shows that the hope of being human just like everyone else never disappears,1512.5,"[ 4.6936378e-02 -6.7927088e-03 -2.0946315e-03 -2.0304734e-04
  1.5993307e-03  1.8952565e-02  5.0246440e-02  4.5959256e-03
 -1.7237052e-03  2.8461276e-03  1.8904918e-03 -1.0758700e-02
  5.4208045e-03  4.5686336e-03 -7.2891230e-04  5.5360352e-03
 -4.9920795e-03 -1.2734864e-02  4.8465100e-03 -5.0027813e-03
 -6.1416314e-03 -5.6934017e-03 -8.1281383e-03  4.0752087e-03
 -9.7425366e-03  2.1429176e-03 -6.9464217e-03  3.7837594e-03
  4.7182508e-05 -2.3425287e-03 -1.6276775e-02  7.0161778e-03
 -1.4053170e-02  4.2065879e-04  4.0789023e-03 -5.6005390e-03
  1.1214423e-02  4.0610805e-03  5.0218166e-03  7.4534095e-04
 -1.1111079e-02 -1.9989064e-02  3.6478275e-03  2.1080852e-02
  3.2800019e-03 -6.3455775e-03  4.6907370e-03  1.8404126e-02
  3.6596421e-03  4.8149968e-03  4.6489213e-04  4.2252042e-03
  1.6146402e-03 -1.3860088e-03 -3.7290666e-03 -1.1170342e-02
 -1.0786365e-03  6.5814494e-03  4.7462061e-03  6.8841251e-03
 -9.5401686e-03  2.3409722e-03 -1.0811147e-02  7.5493311e-03
  7.5045000e-03 -9.9820374e-03 -1.9750341e-03 -1.9800286e-03
 -2.1342530e-03  8.2469387e-03  9.0017151e-03  3.7510267e-03
 -1.2769921e-02  5.6756078e-03 -1.1632352e-02 -1.1047201e-02
 -1.2388576e-02 -1.2931572e-03 -7.0597697e-04 -7.1489327e-03
 -1.9876914e-05 -4.9738018e-03  3.1764556e-03 -9.3091093e-03
  1.3782633e-02  7.2557814e-03  1.9240489e-03 -1.4618852e-03
 -3.2719017e-03  3.8580787e-03 -5.3786463e-03 -4.0655150e-03
  4.3852013e-03 -7.0466474e-03 -1.6079847e-03 -5.5342220e-04
  7.4485340e-03 -1.0749325e-02  5.0809570e-03  1.5508337e-02]"
5.0,2022-04-23,i loved this movie it is one of my favorites it is a movie with many metaphors clear examples of social stratification very interesting plots that will leave you amazed very good cinematography and direction a movie that has tributes and deserves them if you are not a big fan of asian cinema i recommend this movie and i hope you like it ,2118.75,"[ 5.4460011e-02 -6.9804038e-03  1.7353029e-04 -3.2309389e-03
  1.0207185e-03  7.8709563e-04  7.0816435e-02 -1.9497568e-02
  5.9614088e-03  1.3993516e-03 -4.0336852e-03  1.3046786e-03
 -5.9339759e-04  9.9598132e-03  2.3987303e-03  2.2349143e-03
 -8.6090593e-03 -1.3804263e-03  1.6214037e-02 -1.3821531e-04
 -1.1438155e-02  6.8759231e-04 -5.9162444e-03  1.2382082e-02
 -3.5375308e-03 -4.1856463e-03  7.0392569e-03 -6.8584154e-03
 -3.7950018e-04 -3.6963664e-03 -3.0480765e-03  6.8121823e-03
 -2.0315913e-03 -9.0125324e-03 -1.1790695e-02  3.7395842e-03
 -1.5105910e-02  1.3317127e-02  3.9854436e-03 -2.9645022e-03
 -1.5556686e-02 -1.0800293e-02  5.7614753e-03 -1.4278720e-03
  3.8349959e-03 -1.0001283e-02  5.4342854e-03 -1.6830798e-03
 -8.8508558e-03  1.2962512e-02 -1.3677273e-03 -5.9683551e-03
  2.8446601e-03  8.3388230e-03  6.1597894e-03 -8.8110520e-03
  6.6073281e-03  4.0315874e-03  8.6742919e-03 -3.8018043e-03
  4.4631059e-03  1.6814090e-03  3.9650984e-03 -8.6383279e-03
 -4.8256074e-03 -4.8335998e-05  1.6076639e-03  1.1632174e-03
  1.6005695e-03  5.4727267e-03 -8.9301141e-03 -3.3716292e-03
 -8.6687673e-03  6.1355191e-03  6.9426657e-03  2.4146196e-03
 -1.3331519e-02  4.2039785e-03 -4.8094504e-03  9.6911751e-03
  8.1057316e-03  5.7793278e-03  1.9495430e-03  2.4500785e-03
  9.6534146e-03 -7.5826282e-03 -2.3228494e-03  7.7245606e-04
  4.4532637e-05  3.2027983e-03 -7.3832357e-03  4.4992813e-03
  6.1984630e-03 -4.7571682e-03  3.8325984e-03  3.4757834e-03
  4.0740711e-03 -1.9398299e-03 -5.8207377e-03  3.2867463e-03]"
5.0,2022-04-22,absolutely phenomenal i dont usually like best picture winners or foreign movies because of reading subtitlesthis movie is one of the best ive ever seen highly recommend,1056.25,"[ 0.04447254 -0.00737054 -0.00151125 -0.00290944  0.00142797 -0.02128539
  0.04038424 -0.01600595  0.00773564 -0.00242164 -0.0078438   0.0076947
 -0.00217941  0.00550177 -0.00070479  0.01012872 -0.01068982 -0.01602506
 -0.00679083 -0.00796786  0.00363916  0.00784035 -0.01664444 -0.00766191
 -0.01161178 -0.0129756  -0.01242288  0.02236033  0.02184769  0.00695125
  0.00795459 -0.00151141  0.00524291 -0.0038192  -0.00141278 -0.00299866
 -0.01594174  0.00376062 -0.00045388 -0.00991132 -0.00144287 -0.01034131
  0.00026853  0.01187974 -0.01541484 -0.02652661  0.0012994  -0.00937409
 -0.00734588  0.01194098  0.0059007   0.00155902  0.02023185  0.0109597
 -0.00481836 -0.01037554 -0.00463015 -0.00966342  0.01069549  0.00072755
 -0.00685923  0.00584636 -0.00306352 -0.00611179  0.00556474 -0.0076541
 -0.00487123  0.00040873  0.00498229  0.00193051  0.00891843  0.00168904
 -0.00859714 -0.00368556 -0.00506521 -0.01432311  0.00633382 -0.00765077
  0.00472835  0.00347763 -0.00525446  0.0057028   0.00972154 -0.00653432
  0.01728768 -0.00095658  0.00297009 -0.00675227 -0.00056977 -0.00268975
 -0.00189333 -0.00590075  0.00108653 -0.00330453 -0.0063006   0.00267524
  0.0104489  -0.0006079  -0.00712346  0.0024748 ]"
5.0,2022-04-21,so fcking good must watch,156.25,"[ 0.03804832 -0.0065366  -0.00067486 -0.00467547  0.00090259 -0.0314935
  0.02750241 -0.01785094  0.0108211   0.00308844 -0.0021844  -0.0021104
  0.00083312  0.00030262 -0.00074616 -0.00953799 -0.00108998  0.01931249
 -0.00077115 -0.02113151 -0.00499957  0.00168891  0.0129489   0.01058805
  0.00202205 -0.00365393  0.02699833 -0.00065513 -0.01837542 -0.01597275
  0.00626872 -0.01038525  0.00871958  0.00361595  0.00494944 -0.00110831
 -0.00859438 -0.01304735  0.00406051  0.01632527 -0.00827559 -0.01552739
 -0.00250318  0.0090412   0.00410141 -0.00747428 -0.01269426 -0.00035037
 -0.00395096 -0.00298332  0.01614666  0.00477829 -0.00470989  0.00563313
  0.00706916 -0.00533183  0.00994783 -0.00601932 -0.00737559 -0.00283442
 -0.00792749 -0.00377366 -0.00337911  0.00536946 -0.00866312 -0.01223212
  0.01322927 -0.0048907  -0.02215593  0.00043978 -0.01487937 -0.0110098
  0.01997182  0.00732378 -0.00398999 -0.00478305 -0.01071537 -0.02504663
 -0.01223374  0.01235656 -0.00410937 -0.01134179 -0.0025796   0.00693746
 -0.00141474 -0.01463184 -0.02102085 -0.00930027  0.00121093 -0.00482541
 -0.0051148  -0.00542486 -0.00444675 -0.01787324 -0.00861029  0.02147193
  0.00587093 -0.02765523 -0.01511407 -0.01328579]"
5.0,2022-04-07,parasite is a visually and emotionally stunning experience like no other film and undeniably meets all the criteria in order to be called a masterpiece having won many awards at the 92nd academy awards like best international feature film this movie is an absolute gem because of its acting cinematography and its relatability based in korea the greatest deceitful scheme yet of the kim family begins to unravel in many unexpecting ways that leave the audience stunned parasite offers a wide range of talented actors that advanced the story overall creating such believable families the cinematography is awardwinning that helps support the main theme through the use of its unbelievable camera angles and lighting its ability to relate to the audience is what truly grants this film a mustwatch alongside its technical aspects its an insightful look into the universal idea of inequality among different classes of people that generally affects everyone globally all these fundamental elements artfully woven together give the impression of an entirely new movie experience which makes it stand above the rest,6937.5,"[ 4.2861499e-02 -5.2829366e-03 -1.2570462e-03  1.7665279e-03
  1.8138831e-03  1.6629808e-02  5.0606608e-02 -4.1932263e-03
 -6.7148253e-04 -2.4436784e-03 -4.3599005e-03  8.7897843e-03
 -5.2727642e-03  9.0105608e-03  1.3749766e-04  6.2375232e-03
 -1.0915201e-02 -1.3735086e-02  1.7978368e-02  1.4343412e-03
 -7.1480898e-03 -6.4195588e-04 -1.4682732e-02  1.4055991e-03
  1.5069954e-03 -4.8094126e-03  4.4992664e-03 -1.3092127e-02
  7.2316076e-03  3.8873679e-03 -1.4150298e-02  3.8653957e-03
 -8.6596394e-03  6.2383381e-03  3.0338054e-03  3.3713409e-03
 -3.0312724e-03  2.1534867e-03 -3.6641888e-03 -8.2240338e-03
 -5.9683323e-03 -6.9845663e-03  1.7753731e-03  5.0544441e-03
 -4.8165498e-03  7.7949371e-04  5.0727059e-03  5.2053849e-03
 -3.8675866e-03 -2.8018274e-03  1.4113999e-03 -4.2525199e-03
  5.6795916e-03  2.5944975e-03  6.2512727e-03 -8.0848858e-03
 -6.2214029e-03 -2.3825320e-03  1.7845657e-03  4.5671142e-03
  1.1529136e-03  3.9536713e-04  2.5465603e-03  3.8163282e-03
 -9.8535453e-04 -5.5310507e-03 -3.0442192e-03  3.7679521e-03
  4.4573094e-03  2.9424904e-03  8.4654400e-03  8.3510019e-04
 -4.7852783e-03  4.4031260e-03 -2.8169556e-03 -1.7466210e-03
 -2.4661915e-03  4.4307951e-03  4.1052466e-03  2.7817981e-03
 -4.1151531e-03  3.0411157e-04  3.2831843e-03 -2.0698635e-03
 -6.8905334e-05  9.2254987e-04 -5.6932345e-03 -4.5919036e-03
  1.4213785e-03 -2.4286194e-03  6.5112649e-04 -1.3224592e-03
  4.1922382e-03 -2.5544239e-03  5.0216814e-04  8.0038304e-04
  7.3059608e-04 -4.6415348e-03  6.7094232e-05  4.1668057e-03]"
0.5,2022-04-04,this is one of the worst moves i have ever seen its boring and the premise is ridiculous i read a whole bunch of reviews to try to find out what i was missing the reviews made no sense this is an example of a movie people think theyre supposed to like so they do,1048.0,"[ 0.05290088 -0.00540312  0.00037329 -0.0036047   0.00017473 -0.01054772
  0.06633943 -0.00136304  0.00261011 -0.00104628  0.00016753  0.00359632
 -0.001362    0.00709481  0.00239386  0.00195666 -0.00648702 -0.00779101
  0.01384566  0.00140183 -0.00591287  0.00201485 -0.00808387  0.00675839
 -0.00284669 -0.00918939  0.01105592 -0.00597686  0.01505521  0.00215615
 -0.00700045  0.00328289 -0.00414815 -0.01232942 -0.00183378  0.00734158
  0.00752634  0.01324772  0.00657957 -0.00287713 -0.01233789 -0.01764863
  0.0012206   0.00600145 -0.01245428 -0.00222581  0.00140756  0.00138023
 -0.00799459  0.00299164  0.00262976 -0.00931998 -0.00183167  0.00936026
 -0.00209016 -0.01776535 -0.01971424 -0.00682418  0.0103724  -0.00449731
  0.01106884  0.00420116 -0.00405208 -0.00320069  0.00297858 -0.00766841
 -0.00585443 -0.00018157  0.00306516  0.00192844  0.00501088  0.00847234
  0.00111393 -0.00450178  0.00349462 -0.0025874   0.0056363   0.0039451
  0.00278871  0.00802521 -0.00232176  0.00289237  0.0104887   0.00727075
  0.00744397 -0.00161183  0.0037511  -0.00837415  0.0025918  -0.00406398
 -0.00169549  0.0061318   0.00835515 -0.00697586  0.00114094  0.01068422
  0.00243185 -0.01001545 -0.00526274  0.0111258 ]"
3.0,2022-03-31,nothing attractive about anyone in this movie,11.25,"[ 4.80460711e-02 -8.16430524e-03 -1.34355610e-03  1.86455937e-03
  3.80807702e-04 -2.26210672e-02  6.07508682e-02 -1.22480690e-02
  7.68864155e-03  5.86515707e-05 -4.84872516e-03  4.36701672e-03
 -1.33755070e-03  7.11959926e-03 -1.12624187e-03  1.07643604e-02
 -4.19286638e-03 -7.96796288e-03  2.49005426e-02 -2.17328724e-02
 -1.41147373e-03  4.71495930e-03 -1.16009135e-02  7.02132238e-03
 -4.71654441e-03 -1.06242383e-02  2.93094702e-02  4.08612454e-04
 -3.81687889e-03  6.70106709e-03 -4.51650564e-03 -1.08955363e-02
  7.13230111e-06 -3.79651808e-03 -1.75841022e-02  2.16983957e-03
 -4.55353269e-03  1.78489536e-02 -1.25561235e-02  2.11053658e-02
 -3.79771590e-02 -3.33653800e-02  1.18036922e-02 -8.10467917e-03
 -1.12534510e-02  3.05597321e-03  4.59429109e-03 -1.63013153e-02
 -1.24176834e-02 -3.14258551e-03  2.20690165e-02 -1.73265319e-02
  8.98726843e-03 -6.97955582e-03 -3.35192308e-02  2.65563112e-02
 -8.74590036e-03 -1.46769388e-02 -7.10040610e-03 -1.61496531e-02
 -1.56924445e-02 -2.52608256e-03 -7.80249154e-03 -8.58262298e-04
 -4.09814855e-03  5.68072451e-03 -2.71533132e-02  2.62260828e-02
  4.43215627e-04  9.83406906e-04 -1.55499447e-02 -2.50584949e-02
  1.62614286e-02 -4.90995648e-04  3.39125507e-02  2.41195895e-02
 -1.86467357e-02  6.40561106e-03 -1.40291988e-03  1.19431075e-02
  2.06856686e-03  2.50832923e-03  9.47269797e-03 -2.48369970e-03
  1.04476009e-02 -3.33759328e-03  2.05238047e-03  1.41003123e-02
 -1.82405245e-02 -1.62992515e-02  9.62258223e-03 -1.46573056e-02
  1.24156093e-02  1.55187948e-02  5.04695391e-03  3.14704999e-02
 -1.56813022e-02  9.30891465e-03  1.46761639e-02 -1.84522010e-02]"
0.5,2022-03-30,nunca um filme com tanto defeito uma merda um monte de xing ling junto n tem como ficar bom sem açao sem luta e sangue ficar tres horas ouvindo chanfrrffmvoem simplemente o pior filme q eu ja vi,776.0,"[ 7.43535766e-03  5.58757968e-02  6.75252527e-02 -4.78913868e-03
  5.74414525e-03 -3.42841004e-03  5.41079789e-04  3.86087759e-03
  3.40172984e-02 -2.19435878e-02  3.76080442e-03 -2.42142994e-02
 -3.47501859e-02  5.51176723e-03 -6.34707324e-03  2.80613429e-04
  4.78743855e-03 -1.66204423e-02  1.60815623e-02 -4.59388923e-03
 -3.95254567e-02 -1.05019929e-02  1.33062834e-02 -3.66985835e-02
  4.28896304e-03  4.72576842e-02 -2.69428105e-03  2.58570835e-02
 -8.33136030e-03  1.36141460e-02  1.97025971e-03 -3.38006616e-02
 -1.10720573e-02  5.22224326e-03  7.22346501e-03  2.63865683e-02
  5.06434916e-03  5.03687700e-03 -3.94080719e-03  5.03910519e-03
  6.31982740e-03 -5.49168885e-03 -2.55212542e-02 -6.74830936e-03
 -1.90566014e-02 -6.56792196e-03  1.40405325e-02  5.52604953e-03
  2.81783956e-04 -8.04292317e-03 -4.23858315e-03 -2.09578406e-02
  7.20798364e-03 -1.83658376e-02  1.98106207e-02 -3.04824673e-03
  1.29093006e-02  7.53095653e-03  1.20718619e-02 -1.73580609e-02
  7.48427483e-05  1.34688383e-02  1.26097689e-03  6.08476624e-03
  5.38112735e-03  8.41709785e-03  5.27624926e-03 -1.07717015e-05
  2.23066006e-03 -2.51155323e-03  1.31770002e-03 -2.03773775e-03
  2.23965617e-03  9.89886094e-03 -5.33087738e-03 -4.65259160e-04
 -8.44579306e-04 -3.16949608e-03  6.85746409e-03  1.18843755e-02
  6.77000079e-03 -1.16559351e-03  8.64588935e-03  5.77920675e-03
  4.07859730e-03 -2.14355718e-03  3.61376209e-03  1.93346781e-03
  2.10866914e-04 -2.12116842e-03  3.30983917e-03  1.32150576e-03
  4.32724133e-03 -6.63445657e-03 -7.30192405e-04  3.92462686e-03
  4.71770414e-04  4.34702775e-03 -2.32021743e-03  2.64092768e-03]"
5.0,2022-03-22,not only that bong joonhos parasite delivered in terms of telling a very well crafted story and theme it also delivers compelling characters that were well performed by its cast,1106.25,"[ 0.04947088 -0.00513464 -0.00104511  0.00512195 -0.00242839  0.02624931
  0.05399008 -0.01606505 -0.00248628 -0.00502071 -0.00548082  0.01715886
 -0.00700933  0.00360454 -0.00023027  0.00083218 -0.0097608  -0.01154168
 -0.0049279  -0.00156048 -0.00223989 -0.00023512 -0.00138669 -0.00155356
  0.00612438  0.00518888  0.00862839 -0.01417484  0.0056742  -0.00117327
  0.00806432 -0.0052369   0.00837396  0.00544254  0.00180499  0.00935759
 -0.01429063 -0.00533349  0.00078249  0.00016992 -0.0109723   0.00675865
 -0.00824006 -0.0038192  -0.00125055  0.01066272 -0.00155627  0.00506169
  0.01515714  0.00033839 -0.01050621  0.00194164 -0.00693699 -0.00456736
  0.00151752 -0.00197266  0.00254857 -0.0041333   0.00747895  0.00024974
  0.0062927   0.00306015  0.0088744  -0.00715951  0.00248767  0.00189018
  0.00676679  0.00135891  0.03146031  0.00750981 -0.01275473 -0.0011031
 -0.00227558  0.00646125  0.00198511 -0.0037944  -0.00604724 -0.00406681
  0.0004017  -0.00349494  0.00096979  0.01114058 -0.01051242  0.00194254
 -0.00423735  0.00161612 -0.00877538  0.00566725  0.00168845 -0.00916276
 -0.00747834 -0.00332607  0.01076369 -0.0056008  -0.00831441 -0.00173649
  0.01558277  0.01060431 -0.00622693  0.00466548]"
5.0,2022-03-13,one of the greatest movies of all time beautiful all the way through,425.0,"[ 0.05406296 -0.00891784 -0.0017705  -0.00197154  0.00074615  0.01610144
  0.06840286 -0.00236349 -0.00041472 -0.00309724 -0.00422731  0.00733278
 -0.00571631  0.0102924  -0.00165711  0.0100026  -0.01787304 -0.02282504
  0.00386022 -0.00427181 -0.00664736  0.00918638 -0.03631345 -0.01977566
 -0.02042737 -0.0040867  -0.04674803  0.00391464  0.03775702  0.00805245
 -0.00043458  0.01825526 -0.01506673  0.02423619  0.01400581  0.00545959
 -0.01738914  0.01241421 -0.00686801 -0.00065818 -0.03459564 -0.0068291
  0.0140492   0.00180703  0.00366929 -0.02162258  0.01286026  0.0166127
 -0.03103012  0.00520776  0.00751937  0.01087057  0.03258235  0.01158636
 -0.00336847 -0.02519771 -0.00857272  0.0049991   0.00301718  0.00325908
  0.00063669  0.03285802  0.01512663  0.00622338  0.01972144 -0.00246706
  0.00258533  0.02426973  0.00843166  0.00763006  0.0216422   0.00945648
 -0.0053596   0.0085479  -0.00907103 -0.01046484  0.00506413  0.00629489
 -0.00584767 -0.01489815 -0.00310911 -0.00306992  0.01357004 -0.0064392
  0.00569043  0.01413781  0.00477688 -0.01562347  0.01094281 -0.01595899
 -0.03109243 -0.01965529 -0.01456429 -0.00686478  0.00137383  0.00524702
  0.00894341 -0.01015793 -0.01759702  0.00805623]"
